1554998283109.00,0.306562513,0.015567627,9.429191589,1554998283114.00,-0.170046389,-0.164058834,9.45074749
1554998283126.00,0.283809811,0.031135254,9.451944351,1554998283130.00,-0.11136841,-0.168848872,9.398056984
1554998283129.00,0.277822256,0.010777588,9.424402237,1554998283131.00,-0.126936033,-0.184416503,9.40045166
1554998283141.00,0.261057138,0.022752685,9.36572361,1554998283144.00,-0.125738531,-0.180823982,9.437574387
1554998283149.00,0.288599849,0.038320314,9.404044151,1554998283151.00,-0.12813355,-0.192799076,9.380093575
1554998283159.00,0.294587404,0.013172608,9.392068863,1554998283161.00,-0.120948486,-0.180823982,9.396859169
1554998283178.00,0.296982408,0.041912843,9.41601944,1554998283179.00,-0.170046389,-0.183219001,9.412426949
1554998283180.00,0.287402332,0.020357667,9.417217255,1554998283181.00,-0.118553467,-0.192799076,9.422006607
1554998283192.00,0.265847176,0.016765136,9.41601944,1554998283194.00,-0.124541014,-0.160466313,9.430389404
1554998283199.00,0.263452143,0.017962646,9.35255146,1554998283201.00,-0.118553467,-0.177231446,9.417217255
1554998283209.00,0.290994883,0.051492918,9.424402237,1554998283213.00,-0.161663815,-0.215551764,9.40045166
1554998283225.00,0.29219237,0.039517824,9.414821625,1554998283226.00,-0.119750977,-0.219144285,9.384883881
1554998283229.00,0.25267455,0.007185059,9.412426949,1554998283231.00,-0.135318607,-0.188009039,9.451944351
1554998283243.00,0.274229735,-0.009580079,9.426796913,1554998283245.00,-0.12813355,-0.195194095,9.418414116
1554998283249.00,0.262254626,0.017962646,9.427994728,1554998283251.00,-0.155676276,-0.188009039,9.390872002
1554998283260.00,0.300574958,0.00239502,9.401649475,1554998283261.00,-0.137713626,-0.192799076,9.427994728
1554998283275.00,0.28021729,0.008382568,9.36811924,1554998283276.00,-0.143701166,-0.18561402,9.439969063
1554998283279.00,0.283809811,0.032332763,9.394464493,1554998283281.00,-0.132923588,-0.177231446,9.395661354
1554998283296.00,0.30776,0.021555176,9.427994728,1554998283294.00,-0.149688721,-0.193996579,9.371711731
1554998283299.00,0.308957517,0,9.423204422,1554998283301.00,-0.143701166,-0.172441408,9.493857384
1554998283309.00,0.276624769,0.020357667,9.374106407,1554998283311.00,-0.129331052,-0.195194095,9.417217255
1554998283323.00,0.316142589,0.029937744,9.360934258,1554998283328.00,-0.137713626,-0.165256351,9.371711731
1554998283329.00,0.289797366,0.016765136,9.402846336,1554998283331.00,-0.148491204,-0.161663815,9.372908592
1554998283340.00,0.294587404,0.008382568,9.395661354,1554998283343.00,-0.136516109,-0.192799076,9.430389404
1554998283354.00,0.28021729,0.020357667,9.386081696,1554998283351.00,-0.144898683,-0.196391597,9.426796913
1554998283359.00,0.24668701,0.044307861,9.384883881,1554998283361.00,-0.144898683,-0.184416503,9.418414116
1554998283371.00,0.288599849,0.021555176,9.436376572,1554998283377.00,-0.132923588,-0.183219001,9.406438828
1554998283379.00,0.271834731,-0.003592529,9.41601944,1554998283381.00,-0.158071294,-0.188009039,9.36572361
1554998283389.00,0.276624769,0.008382568,9.360934258,1554998283394.00,-0.159268796,-0.190404058,9.438772202
1554998283406.00,0.299377441,0.027542725,9.366921425,1554998283401.00,-0.135318607,-0.184416503,9.394464493
1554998283409.00,0.295784921,0.038320314,9.358538628,1554998283412.00,-0.125738531,-0.196391597,9.377698898
1554998283422.00,0.296982408,0.022752685,9.390872002,1554998283427.00,-0.155676276,-0.166453853,9.419611931
1554998283429.00,0.274229735,0.014370117,9.384883881,1554998283431.00,-0.125738531,-0.180823982,9.392068863
1554998283439.00,0.294587404,0.027542725,9.376501083,1554998283443.00,-0.140108645,-0.193996579,9.382489204
1554998283456.00,0.255069584,0.011975097,9.406438828,1554998283451.00,-0.174836427,-0.170046389,9.462721825
1554998283459.00,0.316142589,0.033530273,9.401649475,1554998283461.00,-0.164058834,-0.17363891,9.423204422
1554998283472.00,0.295784921,0.015567627,9.36572361,1554998283476.00,-0.143701166,-0.168848872,9.424402237
1554998283479.00,0.295784921,0.00119751,9.389674187,1554998283481.00,-0.132923588,-0.193996579,9.429191589
1554998283490.00,0.302969962,0.017962646,9.410031319,1554998283493.00,-0.153281257,-0.196391597,9.399253845
1554998283502.00,0.282612294,0.04670288,9.459129333,1554998283501.00,-0.159268796,-0.178428948,9.353748322
1554998283510.00,0.283809811,-0.014370117,9.406438828,1554998283511.00,-0.13412109,-0.184416503,9.426796913
1554998283523.00,0.276624769,0.025147704,9.410031319,1554998283526.00,-0.130528569,-0.182021484,9.36572361
1554998283529.00,0.256267101,-0.017962646,9.36811924,1554998283531.00,-0.129331052,-0.179626465,9.340576172
1554998283541.00,0.312550038,0.010777588,9.404044151,1554998283542.00,-0.114960939,-0.180823982,9.423204422
1554998283556.00,0.313747555,0.028740235,9.398056984,1554998283559.00,-0.15208374,-0.177231446,9.412426949
1554998283559.00,0.290994883,0.010777588,9.405241966,1554998283561.00,-0.142503664,-0.216749266,9.366921425
1554998283571.00,0.250279546,0.040715333,9.38727951,1554998283578.00,-0.131726071,-0.155676276,9.411229134
1554998283579.00,0.258662105,0.038320314,9.411229134,1554998283581.00,-0.171243891,-0.190404058,9.420809746
1554998283592.00,0.279019773,0.033530273,9.384883881,1554998283591.00,-0.17363891,-0.199984133,9.393266678
1554998283604.00,0.269439697,0.026345216,9.40045166,1554998283608.00,-0.161663815,-0.216749266,9.437574387
1554998283609.00,0.287402332,0.038320314,9.402846336,1554998283611.00,-0.132923588,-0.153281257,9.386081696
1554998283624.00,0.265847176,0.033530273,9.404044151,1554998283627.00,-0.129331052,-0.164058834,9.423204422
1554998283629.00,0.290994883,0.041912843,9.414821625,1554998283631.00,-0.16765137,-0.199984133,9.426796913
1554998283639.00,0.276624769,0.062270507,9.418414116,1554998283641.00,-0.12813355,-0.18561402,9.399253845
1554998283654.00,0.288599849,0.028740235,9.38727951,1554998283659.00,-0.138911128,-0.171243891,9.41601944
1554998283659.00,0.298179925,0.009580079,9.417217255,1554998283661.00,-0.135318607,-0.199984133,9.384883881
1554998283671.00,0.247884527,0.003592529,9.418414116,1554998283675.00,-0.140108645,-0.203576654,9.35015583
1554998283680.00,0.264649659,0.032332763,9.38727951,1554998283681.00,-0.135318607,-0.18561402,9.433981895
1554998283689.00,0.274229735,0.008382568,9.420809746,1554998283692.00,-0.15208374,-0.199984133,9.410031319
1554998283703.00,0.274229735,0.004790039,9.406438828,1554998283701.00,-0.146096185,-0.158071294,9.453142166
1554998283709.00,0.289797366,0.025147704,9.432784081,1554998283711.00,-0.13412109,-0.176033929,9.377698898
1554998283720.00,0.287402332,0.026345216,9.41601944,1554998283724.00,-0.144898683,-0.186811522,9.45074749
1554998283729.00,0.310155034,0.051492918,9.399253845,1554998283731.00,-0.123343505,-0.201181635,9.396859169
1554998283739.00,0.287402332,0.013172608,9.41362381,1554998283741.00,-0.141306147,-0.179626465,9.364526749
1554998283753.00,0.275427252,-0.004790039,9.405241966,1554998283757.00,-0.16765137,-0.153281257,9.384883881
1554998283760.00,0.281414807,0.020357667,9.424402237,1554998283761.00,-0.13412109,-0.177231446,9.40045166
1554998283769.00,0.249082029,0.027542725,9.414821625,1554998283776.00,-0.140108645,-0.183219001,9.436376572
1554998283779.00,0.290994883,0.059875488,9.40045166,1554998283781.00,-0.161663815,-0.195194095,9.43517971
1554998283789.00,0.290994883,0.045505371,9.336983681,1554998283791.00,-0.125738531,-0.18561402,9.364526749
1554998283802.00,0.282612294,0.005987549,9.388476372,1554998283806.00,-0.136516109,-0.172441408,9.417217255
1554998283809.00,0.282612294,0.022752685,9.420809746,1554998283812.00,-0.149688721,-0.192799076,9.432784081
1554998283819.00,0.293389887,0.039517824,9.43517971,1554998283822.00,-0.153281257,-0.190404058,9.375304222
1554998283837.00,0.276624769,0.05508545,9.438772202,1554998283831.00,-0.153281257,-0.204774171,9.414821625
1554998283839.00,0.28021729,0.013172608,9.41362381,1554998283841.00,-0.147293702,-0.149688721,9.411229134
1554998283852.00,0.28021729,0.021555176,9.417217255,1554998283855.00,-0.171243891,-0.165256351,9.431587219
1554998283859.00,0.274229735,0.023950195,9.381291389,1554998283861.00,-0.166453853,-0.19160156,9.358538628
1554998283869.00,0.299377441,0.063468017,9.359736443,1554998283871.00,-0.158071294,-0.174836427,9.406438828
1554998283888.00,0.265847176,0.049097899,9.386081696,1554998283881.00,-0.131726071,-0.190404058,9.40045166
1554998283889.00,0.308957517,0.021555176,9.369316101,1554998283891.00,-0.153281257,-0.174836427,9.424402237
1554998283904.00,0.285007328,0.059875488,9.401649475,1554998283905.00,-0.155676276,-0.196391597,9.438772202
1554998283911.00,0.275427252,0.010777588,9.393266678,1554998283911.00,-0.154478759,-0.18561402,9.420809746
1554998283919.00,0.298179925,0.023950195,9.427994728,1554998283921.00,-0.142503664,-0.18561402,9.404044151
1554998283935.00,0.282612294,0.019160157,9.41362381,1554998283931.00,-0.147293702,-0.158071294,9.393266678
1554998283939.00,0.279019773,0.019160157,9.405241966,1554998283941.00,-0.176033929,-0.189206541,9.419611931
1554998283951.00,0.270637214,0.015567627,9.404044151,1554998283954.00,-0.179626465,-0.171243891,9.422006607
1554998283959.00,0.283809811,0.010777588,9.408834457,1554998283961.00,-0.190404058,-0.172441408,9.437574387
1554998283969.00,0.239501953,0.022752685,9.377698898,1554998283971.00,-0.15208374,-0.182021484,9.419611931
1554998283983.00,0.270637214,0.031135254,9.372908592,1554998283992.00,-0.126936033,-0.209564209,9.41601944
1554998283989.00,0.270637214,0.037122801,9.433981895,1554998283993.00,-0.132923588,-0.196391597,9.404044151
1554998284002.00,0.288599849,0.038320314,9.404044151,1554998284003.00,-0.146096185,-0.190404058,9.425599098
1554998284009.00,0.285007328,0.008382568,9.381291389,1554998284011.00,-0.147293702,-0.16765137,9.426796913
1554998284019.00,0.286204845,0.028740235,9.408834457,1554998284021.00,-0.141306147,-0.158071294,9.386081696
1554998284034.00,0.318537593,0.037122801,9.383686066,1554998284036.00,-0.154478759,-0.199984133,9.386081696
1554998284039.00,0.296982408,0.044307861,9.389674187,1554998284041.00,-0.177231446,-0.165256351,9.433981895
1554998284052.00,0.299377441,0.013172608,9.427994728,1554998284054.00,-0.155676276,-0.166453853,9.41362381
1554998284059.00,0.294587404,0.031135254,9.438772202,1554998284061.00,-0.158071294,-0.198786616,9.412426949
1554998284069.00,0.302969962,0.00239502,9.399253845,1554998284071.00,-0.15208374,-0.166453853,9.414821625
1554998284084.00,0.285007328,0.009580079,9.363328934,1554998284088.00,-0.161663815,-0.19160156,9.408834457
1554998284089.00,0.285007328,0.009580079,9.363328934,1554998284091.00,-0.12813355,-0.184416503,9.424402237
1554998284102.00,0.267044663,0.04790039,9.36811924,1554998284106.00,-0.13412109,-0.154478759,9.407636642
1554998284109.00,0.28021729,0.029937744,9.408834457,1554998284111.00,-0.144898683,-0.180823982,9.402846336
