1554998629646,-0.5065466166,0.7053332329,6.256988525,1554998642849,0.1820214838,-0.001197509817,9.265132904
1554998629653,-1.02626586,0.6418652534,3.586541653,1554998642859,0.1963915974,0.003592529334,9.375304222
1554998629663,-1.129251719,0.3855981529,3.418890476,1554998642883,0.2287243605,0.007185058668,9.501042366
1554998629678,-0.8669970632,0.8538244367,4.75890398,1554998642885,0.1963915974,-0.008382568136,9.449549675
1554998629682,-1.108893991,-0.3388952613,3.08239007,1554998642898,0.1939965785,0.03712280095,9.406438828
1554998629694,-1.61424315,-1.38911128,2.985391855,1554998642899,0.1772314459,0.01197509747,9.378896713
1554998629712,-0.7005432248,-1.314865708,4.088298321,1554998642914,0.2083666921,0.01916015707,9.395661354
1554998629713,-1.156794429,-1.00231564,4.633165359,1554998642929,0.1820214838,0.02275268547,9.396859169
1554998629726,-0.06586303562,-1.33402586,5.861810207,1554998642930,0.209564209,0.01437011734,9.315428734
1554998629732,-0.6418652534,-1.36156857,4.597239971,1554998642947,0.1856140196,0.010777588,9.481882095
1554998629747,-1.246607661,-1.390308857,3.003354549,1554998642949,0.2263293415,0.007185058668,9.572893143
1554998629762,-1.169967055,-1.252595186,4.827161789,1554998642963,0.2107617259,0.04071533307,9.431587219
1554998629763,-0.2885998487,-0.8873547316,5.191205025,1554998642981,0.2059716731,0.02514770441,9.291478157
1554998629776,-0.4682263136,-1.340013385,4.294270039,1554998642982,0.2083666921,0.03712280095,9.28309536
1554998629782,-1.516047359,-2.524350643,4.133803844,1554998642994,0.1820214838,0.01197509747,9.328600883
1554998629795,-1.063388705,-2.82971549,2.381846905,1554998642999,0.1844165027,0.03472778201,9.427994728
1554998629810,-0.9843530059,-2.799777746,1.371148705,1554998643014,0.2227368206,0.01916015707,9.53098011
1554998629812,-1.500479698,-2.742297411,0.7987390161,1554998643019,0.2059716731,0.02514770441,9.43517971
1554998629827,-1.733994126,-2.444117546,3.150648117,1554998643030,0.1963915974,-0.02514770441,9.392068863
1554998629832,-1.947150826,-2.144740105,6.773115158,1554998643047,0.1784289479,0.02634521574,9.374106407
1554998629844,-0.5736072063,-1.186732173,8.202941895,1554998643049,0.1927990764,0.03113525361,9.402846336
1554998629862,0.6047424078,-0.62749511,6.946753979,1554998643061,0.1975891143,0.004790039267,9.360934258
1554998629864,-0.9807605147,-1.705253959,5.952821255,1554998643077,0.1951940954,0.021555176,9.539362907
1554998629877,-2.395019531,-3.301534414,5.688171387,1554998643079,0.1880090386,0.02514770441,9.455536842
1554998629882,-1.536405087,-3.218906164,6.235433578,1554998643094,0.1856140196,0.02275268547,9.363328934
1554998629893,-0.2490820289,-2.402204514,7.394622803,1554998643099,0.1808239818,-0.002395019634,9.341773987
1554998629909,0.3125500381,-1.774709463,9.433981895,1554998643110,0.1712438911,0.03233276308,9.376501083
1554998629912,-0.105380863,-1.737586617,10.88775921,1554998643127,0.1999841332,0.05388794094,9.354946136
1554998629926,-0.5376818776,-1.907633066,10.53688812,1554998643129,0.1939965785,0.021555176,9.419611931
