timestamp,x,y,z
1554676004726,-0.11136841028928757,-0.149688720703125,8.577762603759766
1554676004926,-0.17244140803813934,-0.07544311881065369,9.362131118774414
1554676005126,-0.209564208984375,-0.06825805455446243,9.365723609924316
1554676005326,-0.1999841332435608,-0.10418334603309631,9.342970848083496
1554676005526,-0.18082398176193237,-0.09699828922748566,9.388476371765137
1554676005728,-0.19878661632537842,-0.07185058295726776,9.371711730957031
1554676005926,-0.17363891005516052,-0.10418334603309631,9.348958969116211
1554676006128,-0.1844165027141571,-0.07424560189247131,9.402846336364746
1554676006325,-0.20836669206619263,-0.0850231945514679,9.368119239807129
1554676006528,-0.17244140803813934,-0.09101074188947678,9.404044151306152
1554676006728,-0.1939965784549713,-0.06706054508686066,9.366921424865723
1554676006926,-0.1951940953731537,-0.09220825135707855,9.3501558303833
1554676007125,-0.1951940953731537,-0.08861572295427322,9.342970848083496
1554676007325,-0.2047741711139679,-0.10418334603309631,9.348958969116211
1554676007528,-0.20716919004917145,-0.08861572295427322,9.395661354064941
1554676007726,-0.18800903856754303,-0.061072997748851776,9.365723609924316
1554676007967,-0.2047741711139679,-0.09220825135707855,9.370513916015625
1554676008127,-0.20237915217876434,-0.08741821348667145,9.380093574523926
1554676008329,-0.20118163526058197,-0.089813232421875,9.392068862915039
1554676008528,-0.20118163526058197,-0.08622070401906967,9.359736442565918
1554676008728,-0.17603392899036407,-0.08023315668106079,9.341773986816406
1554676008928,-0.19758911430835724,-0.08382568508386612,9.342970848083496
1554676009128,-0.18202148377895355,-0.09101074188947678,9.368119239807129
1554676009329,-0.2047741711139679,-0.12214599549770355,9.36332893371582
1554676009524,-0.209564208984375,-0.08622070401906967,9.327404022216797
1554676009727,-0.209564208984375,-0.09819579869508743,9.37769889831543
1554676009928,-0.18082398176193237,-0.07664062827825546,9.39087200164795
1554676010128,-0.19160155951976776,-0.08622070401906967,9.335785865783691
1554676010329,-0.209564208984375,-0.08023315668106079,9.382489204406738
1554676010528,-0.1892065405845642,-0.08741821348667145,9.359736442565918
1554676010728,-0.18082398176193237,-0.09819579869508743,9.362131118774414
1554676010928,-0.1892065405845642,-0.08741821348667145,9.374106407165527
1554676011128,-0.21555176377296448,-0.09101074188947678,9.370513916015625
1554676011329,-0.17603392899036407,-0.09220825135707855,9.364526748657227
1554676011528,-0.19639159739017487,-0.09101074188947678,9.392068862915039
1554676011728,-0.17962646484375,-0.08262817561626434,9.334589004516602
1554676011928,-0.22273682057857513,-0.08143066614866257,9.339378356933594
1554676012128,-0.18082398176193237,-0.08023315668106079,9.357341766357422
1554676012328,-0.1892065405845642,-0.08262817561626434,9.387279510498047
1554676012528,-0.16884887218475342,-0.07185058295726776,9.344168663024902
1554676012728,-0.19160155951976776,-0.10538086295127869,9.339378356933594
1554676012928,-0.21315674483776093,-0.08861572295427322,9.364526748657227
1554676013128,-0.17962646484375,-0.08262817561626434,9.40045166015625
1554676013329,-0.1939965784549713,-0.07424560189247131,9.340576171875
1554676013528,-0.18681152164936066,-0.0646655261516571,9.38608169555664
1554676013728,-0.22034180164337158,-0.089813232421875,9.36332893371582
1554676013928,-0.17723144590854645,-0.09340576082468033,9.371711730957031
1554676014128,-0.1939965784549713,-0.07304809242486954,9.35494613647461
1554676014329,-0.2191442847251892,-0.10777588188648224,9.392068862915039
1554676014528,-0.18681152164936066,-0.09939330816268921,9.380093574523926
1554676014724,-0.18202148377895355,-0.08143066614866257,9.356143951416016
1554676014928,-0.22034180164337158,-0.08382568508386612,9.342970848083496
1554676015128,-0.20118163526058197,-0.09580077975988388,9.3501558303833
1554676015329,-0.1999841332435608,-0.09580077975988388,9.380093574523926
1554676015528,-0.17842894792556763,-0.07304809242486954,9.378896713256836
1554676015728,-0.2143542468547821,-0.08262817561626434,9.360934257507324
1554676015934,-0.22153930366039276,-0.0946032702922821,9.370513916015625
1554676016129,-0.19639159739017487,-0.08143066614866257,9.362131118774414
1554676016329,-0.20597167313098907,-0.08622070401906967,9.365723609924316
1554676016528,-0.19878661632537842,-0.09699828922748566,9.369316101074219
1554676016728,-0.21555176377296448,-0.05388794094324112,9.398056983947754
1554676016928,-0.21674926578998566,-0.08023315668106079,9.368119239807129
1554676017128,-0.20716919004917145,-0.08741821348667145,9.38608169555664
1554676017328,-0.21555176377296448,-0.11256591975688934,9.334589004516602
1554676017528,-0.18681152164936066,-0.05748046934604645,9.372908592224121
1554676017728,-0.1999841332435608,-0.08143066614866257,9.38608169555664
1554676017928,-0.1892065405845642,-0.08861572295427322,9.357341766357422
1554676018128,-0.1999841332435608,-0.08023315668106079,9.39087200164795
1554676018329,-0.19040405750274658,-0.06825805455446243,9.40045166015625
1554676018528,-0.20836669206619263,-0.08861572295427322,9.401649475097656
1554676018728,-0.1939965784549713,-0.09220825135707855,9.376501083374023
1554676018928,-0.17363891005516052,-0.08622070401906967,9.3501558303833
1554676019128,-0.2143542468547821,-0.0646655261516571,9.366921424865723
1554676019329,-0.19758911430835724,-0.0850231945514679,9.348958969116211
1554676019528,-0.20716919004917145,-0.089813232421875,9.329798698425293
1554676019728,-0.1999841332435608,-0.07903564721345901,9.380093574523926
1554676019928,-0.20716919004917145,-0.09220825135707855,9.359736442565918
1554676020126,-0.18202148377895355,-0.07783813774585724,9.375304222106934
1554676020328,-0.21674926578998566,-0.08262817561626434,9.333391189575195
1554676020528,-0.18202148377895355,-0.08622070401906967,9.41482162475586
1554676020728,-0.209564208984375,-0.06586303561925888,9.3501558303833
1554676020928,-0.18202148377895355,-0.0646655261516571,9.362131118774414
1554676021129,-0.209564208984375,-0.06586303561925888,9.395661354064941
1554676021324,-0.21315674483776093,-0.08262817561626434,9.35494613647461
1554676021528,-0.19160155951976776,-0.08023315668106079,9.348958969116211
1554676021728,-0.209564208984375,-0.05628295987844467,9.341773986816406
1554676021928,-0.18321900069713593,-0.08262817561626434,9.378896713256836
1554676022128,-0.18202148377895355,-0.0850231945514679,9.380093574523926
1554676022329,-0.18202148377895355,-0.0946032702922821,9.351353645324707
1554676022528,-0.2191442847251892,-0.09939330816268921,9.387279510498047
1554676022728,-0.1892065405845642,-0.07304809242486954,9.371711730957031
1554676022928,-0.2191442847251892,-0.10059081763029099,9.38608169555664
1554676023128,-0.19639159739017487,-0.08382568508386612,9.375304222106934
1554676023329,-0.19639159739017487,-0.07065307348966599,9.37769889831543
1554676023528,-0.1939965784549713,-0.07424560189247131,9.346563339233398
1554676023728,-0.17603392899036407,-0.10298583656549454,9.332193374633789
1554676023928,-0.1999841332435608,-0.08143066614866257,9.335785865783691
1554676024128,-0.1951940953731537,-0.07664062827825546,9.389674186706543
1554676024329,-0.19040405750274658,-0.08143066614866257,9.353748321533203
1554676024528,-0.18321900069713593,-0.10538086295127869,9.41482162475586
1554676024728,-0.1748364269733429,-0.07544311881065369,9.402846336364746
